accountType|accountNumber|seniorAccountNumber|invoice_no|bill_date|debit|credit
A2|42531866|42531865|809124814|2017-04-10|0|0
A2|42531866|42531865|839650538|2017-05-10|0|0
A2|42531866|42531865|870436592|2017-06-10|0|0
A2|43322459|43322458|832419647|2017-04-29|0|0
A2|43322459|43322458|859754913|2017-05-29|0|0
A2|43322474|43322473|832419651|2017-04-29|0|0
A2|43322474|43322473|859754916|2017-05-29|0|0
A3|42531867|42531866|870436595|2017-06-10|0|0
A2|43322485|43322484|832419658|2017-04-29|0|0
A2|43322485|43322484|859754919|2017-05-29|0|0
A2|43322677|43322676|832419712|2017-04-29|0|0
A2|43322677|43322676|859754946|2017-05-29|0|0
